trial;score
mire_load_prone_1_shot_02;9
mire_load_prone_1_shot_03;9
mire_load_prone_1_shot_04;7
mire_load_prone_1_shot_05;9
mire_load_prone_2_shot_01;8
mire_load_prone_2_shot_02;8
mire_load_prone_2_shot_03;8
mire_load_prone_2_shot_04;7
mire_load_prone_2_shot_05;7
mire_load_standing_1_shot_01;5
mire_load_standing_1_shot_02;8
mire_load_standing_1_shot_03;10
mire_load_standing_1_shot_04;5
mire_load_standing_1_shot_05;6
mire_load_standing_2_shot_01;6
mire_load_standing_2_shot_02;5
mire_load_standing_2_shot_03;2
mire_load_standing_2_shot_04;7
mire_load_standing_2_shot_05;5
paja_rest_prone_1_shot_01;9
paja_rest_prone_1_shot_02;9
paja_rest_prone_1_shot_03;7
paja_rest_prone_1_shot_04;9
paja_rest_prone_1_shot_05;10
paja_rest_prone_2_shot_01;10
paja_rest_prone_2_shot_02;10
paja_rest_prone_2_shot_03;9
paja_rest_prone_2_shot_04;10
paja_rest_prone_2_shot_05;10
paja_rest_prone_3_shot_01;7
paja_rest_prone_3_shot_02;9
paja_rest_prone_3_shot_03;10
paja_rest_prone_3_shot_04;9
paja_rest_prone_3_shot_05;10
paja_rest_standing_1_shot_01;2
paja_rest_standing_1_shot_02;7
paja_rest_standing_1_shot_03;5
paja_rest_standing_1_shot_04;8
paja_rest_standing_1_shot_05;8
paja_rest_standing_2_shot_01;9
paja_rest_standing_2_shot_02;9
paja_rest_standing_2_shot_03;7
paja_rest_standing_2_shot_04;7
paja_rest_standing_2_shot_05;10
paja_rest_standing_3_shot_01;7
paja_rest_standing_3_shot_02;9
paja_rest_standing_3_shot_03;8
paja_rest_standing_3_shot_04;9
paja_rest_standing_3_shot_05;8
paja_load_prone_1_shot_01;8
paja_load_prone_1_shot_02;9
paja_load_prone_1_shot_03;8
paja_load_prone_1_shot_04;7
paja_load_prone_1_shot_05;10
paja_load_prone_2_shot_01;10
paja_load_prone_2_shot_02;8
paja_load_prone_2_shot_03;10
paja_load_prone_2_shot_04;8
paja_load_prone_2_shot_05;9
paja_load_standing_1_shot_01;6
paja_load_standing_1_shot_02;7
paja_load_standing_1_shot_03;7
paja_load_standing_1_shot_04;7
paja_load_standing_1_shot_05;2
paja_load_standing_2_shot_01;8
paja_load_standing_2_shot_02;5
paja_load_standing_2_shot_03;6
paja_load_standing_2_shot_04;9
paja_load_standing_2_shot_05;7
soba_rest_prone_1_shot_01;9
soba_rest_prone_1_shot_02;9
soba_rest_prone_1_shot_03;8
soba_rest_prone_1_shot_04;9
soba_rest_prone_1_shot_05;9
soba_rest_prone_2_shot_01;9
soba_rest_prone_2_shot_02;9
soba_rest_prone_2_shot_03;9
soba_rest_prone_2_shot_04;10
soba_rest_prone_2_shot_05;10
soba_rest_prone_3_shot_01;8
soba_rest_prone_3_shot_02;8
soba_rest_prone_3_shot_03;9
soba_rest_prone_3_shot_04;10
soba_rest_prone_3_shot_05;8
soba_rest_standing_1_shot_01;9
soba_rest_standing_1_shot_02;8
soba_rest_standing_1_shot_03;8
soba_rest_standing_1_shot_04;7
soba_rest_standing_1_shot_05;9
soba_rest_standing_2_shot_01;10
soba_rest_standing_2_shot_02;5
soba_rest_standing_2_shot_03;4
soba_rest_standing_2_shot_04;6
soba_rest_standing_2_shot_05;7
soba_rest_standing_3_shot_01;9
soba_rest_standing_3_shot_02;8
soba_rest_standing_3_shot_03;10
soba_rest_standing_3_shot_04;8
soba_rest_standing_3_shot_05;5
soba_load_prone_1_shot_01;10
soba_load_prone_1_shot_02;8
soba_load_prone_1_shot_03;7
soba_load_prone_1_shot_04;8
soba_load_prone_1_shot_05;7
soba_load_prone_2_shot_01;10
soba_load_prone_2_shot_02;8
soba_load_prone_2_shot_03;5
soba_load_prone_2_shot_04;8
soba_load_prone_2_shot_05;5
soba_load_standing_1_shot_01;2
soba_load_standing_1_shot_02;7
soba_load_standing_1_shot_03;2
soba_load_standing_1_shot_04;5
soba_load_standing_1_shot_05;0
soba_load_standing_2_shot_01;6
soba_load_standing_2_shot_02;2
soba_load_standing_2_shot_03;6
soba_load_standing_2_shot_04;5
soba_load_standing_2_shot_05;4
stko_rest_prone_1_shot_01;8
stko_rest_prone_1_shot_02;8
stko_rest_prone_1_shot_03;8
stko_rest_prone_1_shot_04;9
stko_rest_prone_1_shot_05;9
stko_rest_prone_2_shot_01;7
stko_rest_prone_2_shot_02;9
stko_rest_prone_2_shot_03;10
stko_rest_prone_2_shot_04;10
stko_rest_prone_2_shot_05;8
stko_rest_prone_3_shot_01;8
stko_rest_prone_3_shot_02;8
stko_rest_prone_3_shot_03;9
stko_rest_prone_3_shot_04;9
stko_rest_prone_3_shot_05;10
stko_rest_standing_1_shot_01;5
stko_rest_standing_1_shot_02;6
stko_rest_standing_1_shot_03;1
stko_rest_standing_1_shot_04;8
stko_rest_standing_1_shot_05;2
stko_rest_standing_2_shot_01;7
stko_rest_standing_2_shot_02;5
stko_rest_standing_2_shot_03;5
stko_rest_standing_2_shot_04;3
stko_rest_standing_2_shot_05;8
stko_rest_standing_3_shot_01;0
stko_rest_standing_3_shot_02;8
stko_rest_standing_3_shot_03;6
stko_rest_standing_3_shot_04;1
stko_rest_standing_3_shot_05;7
stko_load_prone_1_shot_01;9
stko_load_prone_1_shot_02;9
stko_load_prone_1_shot_03;9
stko_load_prone_1_shot_04;9
stko_load_prone_1_shot_05;10
stko_load_prone_2_shot_01;8
stko_load_prone_2_shot_02;7
stko_load_prone_2_shot_03;9
stko_load_prone_2_shot_04;8
stko_load_prone_2_shot_05;9
stko_load_standing_1_shot_01;5
stko_load_standing_1_shot_02;8
stko_load_standing_1_shot_03;6
stko_load_standing_1_shot_04;8
stko_load_standing_1_shot_05;5
stko_load_standing_2_shot_01;3
stko_load_standing_2_shot_02;6
stko_load_standing_2_shot_03;8
stko_load_standing_2_shot_04;8
stko_load_standing_2_shot_05;0
suho_rest_prone_1_shot_01;8
suho_rest_prone_1_shot_02;9
suho_rest_prone_1_shot_03;9
suho_rest_prone_1_shot_04;9
suho_rest_prone_1_shot_05;9
suho_rest_prone_2_shot_01;8
suho_rest_prone_2_shot_02;9
suho_rest_prone_2_shot_03;10
suho_rest_prone_2_shot_04;9
suho_rest_prone_2_shot_05;9
suho_rest_prone_3_shot_01;10
suho_rest_prone_3_shot_02;9
suho_rest_prone_3_shot_03;9
suho_rest_prone_3_shot_04;9
suho_rest_prone_3_shot_05;9
suho_rest_standing_1_shot_01;7
suho_rest_standing_1_shot_02;6
suho_rest_standing_1_shot_03;7
suho_rest_standing_1_shot_04;8
suho_rest_standing_1_shot_05;10
suho_rest_standing_2_shot_01;7
suho_rest_standing_2_shot_02;1
suho_rest_standing_2_shot_03;4
suho_rest_standing_2_shot_04;8
suho_rest_standing_2_shot_05;8
suho_rest_standing_3_shot_01;6
suho_rest_standing_3_shot_02;10
suho_rest_standing_3_shot_03;10
suho_rest_standing_3_shot_04;9
suho_rest_standing_3_shot_05;5
suho_load_prone_1_shot_01;6
suho_load_prone_1_shot_02;8
suho_load_prone_1_shot_03;9
suho_load_prone_1_shot_04;8
suho_load_prone_1_shot_05;10
suho_load_prone_2_shot_01;8
suho_load_prone_2_shot_02;10
suho_load_prone_2_shot_03;9
suho_load_prone_2_shot_04;10
suho_load_prone_2_shot_05;8
suho_load_standing_1_shot_01;6
suho_load_standing_1_shot_02;1
suho_load_standing_1_shot_03;5
suho_load_standing_1_shot_04;8
suho_load_standing_1_shot_05;4
suho_load_standing_2_shot_01;6
suho_load_standing_2_shot_02;8
suho_load_standing_2_shot_03;6
suho_load_standing_2_shot_04;6
suho_load_standing_2_shot_05;5
svgr_rest_prone_1_shot_01;10
svgr_rest_prone_1_shot_02;9
svgr_rest_prone_1_shot_03;10
svgr_rest_prone_1_shot_04;9
svgr_rest_prone_1_shot_05;9
svgr_rest_prone_2_shot_01;9
svgr_rest_prone_2_shot_02;9
svgr_rest_prone_2_shot_03;9
svgr_rest_prone_2_shot_04;10
svgr_rest_prone_2_shot_05;10
svgr_rest_prone_3_shot_01;10
svgr_rest_prone_3_shot_02;10
svgr_rest_prone_3_shot_03;10
svgr_rest_prone_3_shot_04;10
svgr_rest_prone_3_shot_05;9
svgr_rest_standing_1_shot_01;4
svgr_rest_standing_1_shot_02;3
svgr_rest_standing_1_shot_03;6
svgr_rest_standing_1_shot_04;6
svgr_rest_standing_1_shot_05;6
svgr_rest_standing_2_shot_01;8
svgr_rest_standing_2_shot_02;6
svgr_rest_standing_2_shot_03;6
svgr_rest_standing_2_shot_04;10
svgr_rest_standing_2_shot_05;10
svgr_rest_standing_3_shot_01;4
svgr_rest_standing_3_shot_02;7
svgr_rest_standing_3_shot_03;10
svgr_rest_standing_3_shot_04;6
svgr_rest_standing_3_shot_05;6
svgr_load_prone_1_shot_01;8
svgr_load_prone_1_shot_02;10
svgr_load_prone_1_shot_03;9
svgr_load_prone_1_shot_04;6
svgr_load_prone_1_shot_05;10
svgr_load_prone_2_shot_01;8
svgr_load_prone_2_shot_02;10
svgr_load_prone_2_shot_03;10
svgr_load_prone_2_shot_04;8
svgr_load_prone_2_shot_05;10
svgr_load_standing_1_shot_01;9
svgr_load_standing_1_shot_02;8
svgr_load_standing_1_shot_03;7
svgr_load_standing_1_shot_04;10
svgr_load_standing_1_shot_05;3
svgr_load_standing_2_shot_01;4
svgr_load_standing_2_shot_02;4
svgr_load_standing_2_shot_03;4
svgr_load_standing_2_shot_04;3
svgr_load_standing_2_shot_05;1
toeb_rest_prone_1_shot_01;9
toeb_rest_prone_1_shot_02;8
toeb_rest_prone_1_shot_03;9
toeb_rest_prone_1_shot_04;10
toeb_rest_prone_1_shot_05;10
toeb_rest_prone_2_shot_01;9
toeb_rest_prone_2_shot_02;10
toeb_rest_prone_2_shot_03;8
toeb_rest_prone_2_shot_04;8
toeb_rest_prone_2_shot_05;8
toeb_rest_prone_3_shot_01;8
toeb_rest_prone_3_shot_02;9
toeb_rest_prone_3_shot_03;9
toeb_rest_prone_3_shot_04;9
toeb_rest_prone_3_shot_05;10
toeb_rest_standing_1_shot_01;6
toeb_rest_standing_1_shot_02;6
toeb_rest_standing_1_shot_03;7
toeb_rest_standing_1_shot_04;6
toeb_rest_standing_1_shot_05;7
toeb_rest_standing_2_shot_01;6
toeb_rest_standing_2_shot_02;7
toeb_rest_standing_2_shot_03;7
toeb_rest_standing_2_shot_04;2
toeb_rest_standing_2_shot_05;9
toeb_rest_standing_3_shot_01;8
toeb_rest_standing_3_shot_02;8
toeb_rest_standing_3_shot_03;10
toeb_rest_standing_3_shot_04;1
toeb_rest_standing_3_shot_05;5
toeb_load_prone_1_shot_01;7
toeb_load_prone_1_shot_02;7
toeb_load_prone_1_shot_03;7
toeb_load_prone_1_shot_04;6
toeb_load_prone_1_shot_05;8
toeb_load_prone_2_shot_01;8
toeb_load_prone_2_shot_02;10
toeb_load_prone_2_shot_03;9
toeb_load_prone_2_shot_04;10
toeb_load_prone_2_shot_05;8
toeb_load_standing_1_shot_01;7
toeb_load_standing_1_shot_02;6
toeb_load_standing_1_shot_03;4
toeb_load_standing_1_shot_04;4
toeb_load_standing_1_shot_05;0
toeb_load_standing_2_shot_01;1
toeb_load_standing_2_shot_02;4
toeb_load_standing_2_shot_03;4
toeb_load_standing_2_shot_04;4
toeb_load_standing_2_shot_05;4
